symbol,timestamp_utc,open,high,low,close,volume,source,timeframe
QQQ,2013-01-17T00:00:00+00:00,60.3685,60.6379,60.2607,60.4069,35637924,stooq,1d
QQQ,2013-01-18T00:00:00+00:00,60.2165,60.3333,60.0029,60.2676,35592641,stooq,1d
QQQ,2013-01-22T00:00:00+00:00,60.3333,60.4157,59.9657,60.3685,35736691,stooq,1d
QQQ,2013-01-23T00:00:00+00:00,60.7087,60.9215,60.6216,60.7362,35584398,stooq,1d
QQQ,2013-01-24T00:00:00+00:00,59.9283,60.4608,59.8117,59.8998,47402287,stooq,1d
QQQ,2013-01-25T00:00:00+00:00,60.1118,60.3783,59.9754,60.2067,43666868,stooq,1d
QQQ,2013-01-28T00:00:00+00:00,60.2254,60.5529,60.1468,60.342,36645781,stooq,1d
QQQ,2013-01-29T00:00:00+00:00,60.2607,60.4901,59.8744,60.3499,39552707,stooq,1d
QQQ,2013-01-30T00:00:00+00:00,60.4608,60.6379,60.097,60.2254,38274631,stooq,1d
QQQ,2013-01-31T00:00:00+00:00,60.198,60.5273,60.0412,60.097,38800305,stooq,1d
